driver_id,driver_name,vehicle_type,city,join_date,rating,status
D04433,Edward Juarez,SUV,Yishun,2022-12-15,3.74,Active
D04434,James Smith,MPV,Jurong,2021-10-18,3.94,Active
D04435,Jesse Fitzgerald,Electric,Jurong,2019-12-15,3.73,Active
D04436,Catherine Johnson,Hatchback,Bedok,2019-06-01,3.73,Active
D04437,Mary Gonzalez,Sedan,Punggol,2024-07-10,4.55,Active
D04438,Nathan Stewart,Sedan,Yishun,2023-03-16,4.6,Active
D04439,Christopher Bean,Electric,Yishun,2025-01-16,4.09,Active
D04440,Tiffany Greene,Electric,Tampines,2022-10-27,4.22,Active
D04441,Nathan Hall,SUV,Bedok,2026-01-01,4.74,Active
D04442,Jason Dean,Electric,Woodlands,2020-06-07,4.3,Inactive
D04443,Melissa Davidson,SUV,Tampines,2023-03-19,4.01,Active
D04444,Samuel Foster,Premium,Ang Mo Kio,2024-08-28,4.02,Active
D04445,Marcia Vang,SUV,Punggol,2023-06-18,4.11,Active
D04446,Donald Taylor,Electric,Tampines,2018-08-06,4.25,Active
D04447,Anthony Bush,Premium,Ang Mo Kio,2020-06-13,4.64,Active
D04448,Kimberly Jones,MPV,Tampines,2023-12-25,4.41,Active
D04449,Sandra Lee,Sedan,Bedok,2021-04-26,3.69,Active
D04450,Cesar Wolfe,SUV,Punggol,2025-08-21,3.73,Active
D04451,James Wilkinson,Electric,Bedok,2026-06-09,4.47,Active
D04452,Seth Hutchinson,MPV,Ang Mo Kio,2018-09-24,4.44,Active
D04453,Jon Jimenez,Sedan,Bedok,2019-09-15,3.6,Active
D04454,Dr. Stephanie Gomez,Hatchback,Yishun,2025-08-09,4.38,Active
D04455,Cassandra Callahan,SUV,Bishan,2026-06-10,4.19,Active
D04456,Samantha Tyler,Electric,Punggol,2019-11-17,4.44,Active
D04457,Christopher Thomas,Hatchback,Woodlands,2022-05-01,4.65,Active
D04458,Mary Castillo,MPV,Jurong,2026-03-03,4.07,Inactive
D04459,Lori Burton,SUV,Singapore,2019-06-03,3.88,Active
D04460,Brian Hines,Sedan,Jurong,2024-07-27,4.82,Active
D04461,Zachary Donaldson,Hatchback,Punggol,2019-08-25,4.03,Active
D04462,Carl Bailey,Electric,Singapore,2023-06-22,3.72,Active
D04463,Robin Bush,Hatchback,Jurong,2019-07-14,4.94,Active
D04464,Patricia Turner,Hatchback,Jurong,2018-10-12,4.25,Active
D04465,Jade Smith,Electric,Toa Payoh,2021-04-10,3.89,Active
D04466,Christopher Taylor,Hatchback,Woodlands,2021-02-14,4.36,Active
D04467,Charles Navarro,MPV,Bedok,2021-02-28,4.06,Active
D04468,Linda Vance,Electric,Singapore,2019-03-05,4.44,Active
D04469,Judith Pittman,Electric,Woodlands,2022-05-27,4.58,Active
D04470,Erica Williamson,Premium,Punggol,2025-08-27,3.73,Active
D04471,Lisa Ochoa,Hatchback,Toa Payoh,2020-12-05,3.76,Active
D04472,Erin Williams,MPV,Woodlands,2020-11-22,3.53,Active
D04473,Gary Roberts,MPV,Tampines,2020-10-27,4.63,Active
D04474,Jessica Johnson,Premium,Punggol,2024-04-11,3.59,Active
D04475,Tara Mitchell,Electric,Toa Payoh,2024-06-02,4.82,Active
D04476,Jennifer Jennings,Premium,Ang Mo Kio,2021-09-03,3.98,Active
D04477,Thomas Castaneda,SUV,Jurong,2019-12-05,3.67,Active
D04478,Michele Hess,Hatchback,Jurong,2020-12-02,3.65,Active
D04479,Adrian Willis,SUV,Bishan,2023-06-14,3.72,Active
D04480,Kristine Roberts,MPV,Singapore,2020-11-04,4.82,Active
D04481,Hannah Young,Electric,Punggol,2021-02-20,4.14,Inactive
D04482,Nicholas Chambers,SUV,Tampines,2021-11-30,4.01,Active
D04483,Victoria Smith,Premium,Tampines,2021-04-02,3.86,Active
D04484,Heidi Santos,Electric,Jurong,2021-03-14,3.69,Active
D04485,Steven Chavez,SUV,Yishun,2019-11-01,4.86,Active
D04486,Ryan Mckinney,Sedan,Bishan,2023-06-04,4.2,Suspended
D04487,Ronald Moore,Hatchback,Yishun,2023-10-10,3.89,Active
D04488,Daniel Lewis,MPV,Bedok,2025-05-11,4.05,Active
D04489,John Rivera,Sedan,Bedok,2026-04-05,4.04,Active
D04490,Mark Matthews,Premium,Ang Mo Kio,2022-03-06,4.25,Active
D04491,Kimberly Stevens,Premium,Toa Payoh,2024-09-23,4.34,Active
D04492,Travis Torres,Hatchback,Toa Payoh,2020-03-19,4.37,Active
D04493,Nicholas Lindsey,Premium,Bishan,2022-05-18,4.0,Active
D04494,Christina Lyons,MPV,Woodlands,2020-08-18,4.06,Active
D04495,Denise Kim,Premium,Bishan,2026-03-17,3.81,Active
D04496,Kayla Hutchinson,Premium,Punggol,2022-12-04,3.87,Active
D04497,Michele Petersen MD,Premium,Punggol,2018-09-15,4.22,Active
D04498,Colton Walker,Electric,Yishun,2026-03-06,4.18,Active
D04499,Rebecca Mendoza,Premium,Toa Payoh,2019-06-02,4.58,Active
D04500,Kristina Young,Sedan,Ang Mo Kio,2019-04-10,4.03,Active
D04501,David Martinez,MPV,Toa Payoh,2021-06-28,4.29,Active
D04502,Oscar Ramirez,SUV,Bedok,2018-10-20,4.91,Active
D04503,Justin Fernandez,SUV,Bedok,2025-06-15,4.81,Active
D04504,Tracy Matthews,Sedan,Singapore,2021-12-19,4.88,Active
D04505,Brandi Lowe,SUV,Tampines,2024-01-18,4.87,Active
D04506,Michelle Adams,Hatchback,Tampines,2018-12-21,4.76,Active
D04507,Sarah Stephens,Electric,Jurong,2020-04-05,4.24,Active
D04508,Ashley Schultz,Sedan,Jurong,2025-09-07,3.78,Active
D04509,Jose Hamilton,Hatchback,Bedok,2022-09-20,3.93,Active
D04510,Christine Vasquez,SUV,Yishun,2025-02-02,4.27,Active
D04511,Ronald Castillo,Sedan,Tampines,2019-05-06,3.71,Suspended
D04512,Karen Kim,Premium,Tampines,2025-05-19,4.99,Active
D04513,Anne Adams,SUV,Punggol,2023-06-01,4.13,Active
D04514,Michael Bean,SUV,Tampines,2025-12-25,4.58,Active
D04515,Daniel Beck,Electric,Woodlands,2021-09-29,3.6,Active
D04516,Dr. Michael Walker,Sedan,Punggol,2025-01-23,4.91,Suspended
D04517,Linda Shannon,Electric,Bishan,2024-10-10,3.55,Active
D04518,Brenda Morgan,Hatchback,Ang Mo Kio,2025-11-16,4.33,Active
D04519,Frank Lopez,Premium,Toa Payoh,2024-03-03,4.98,Active
D04520,Belinda Mcdowell,SUV,Ang Mo Kio,2019-08-17,3.85,Active
D04521,Casey Frost,Sedan,Tampines,2026-02-10,4.65,Active
D04522,Elizabeth Moore,Sedan,Tampines,2025-10-17,4.69,Active
D04523,Matthew Ayala,Premium,Punggol,2023-06-22,3.91,Active
D04524,Allison Terrell DDS,Sedan,Singapore,2019-02-03,4.23,Active
D04525,Jonathan Bailey,Hatchback,Woodlands,2024-03-02,4.83,Active
D04526,Mark Weiss,SUV,Singapore,2023-07-04,4.97,Inactive
D04527,Travis Meyer,SUV,Woodlands,2019-11-23,3.98,Active
D04528,Robert Barnes,Electric,Tampines,2022-10-29,3.61,Active
D04529,Edward Goodwin,MPV,Singapore,2019-02-21,4.89,Suspended
D04530,Kaitlyn Harris,Sedan,Singapore,2022-10-29,3.9,Active
D04531,Troy Joseph,Premium,Bedok,2026-03-17,3.79,Inactive
D04532,Kyle Contreras,MPV,Woodlands,2021-03-27,4.98,Active
D04533,Kelsey Walker,Sedan,Punggol,2024-08-27,3.66,Active
D04534,David Wong,Hatchback,Bishan,2019-08-18,4.12,Active
D04535,Andrew Watkins,Electric,Singapore,2020-11-19,3.96,Active
D04536,Mackenzie Warren,Premium,Ang Mo Kio,2021-02-01,3.92,Active
D04537,Melanie Clark,Electric,Toa Payoh,2026-03-01,3.88,Inactive
D04538,Christine Estrada,Electric,Ang Mo Kio,2025-01-05,3.68,Active
D04539,Pamela Logan,Premium,Bishan,2018-09-15,3.63,Active
D04540,Andrew Murphy,MPV,Singapore,2024-06-20,4.87,Inactive
D04541,Shane Stanley,Electric,Punggol,2022-04-25,3.72,Active
D04542,Heather Robinson,Electric,Singapore,2023-12-18,3.91,Active
D04543,Thomas Smith,SUV,Bedok,2019-12-08,3.64,Active
D04544,Stephanie Durham,Sedan,Bishan,2023-05-11,4.69,Active
D04545,Jennifer Scott,Premium,Ang Mo Kio,2025-11-01,3.53,Active
D04546,Steven Buchanan,Premium,Jurong,2023-08-31,3.76,Active
D04547,Dawn Rodriguez MD,MPV,Jurong,2023-06-04,4.64,Active
D04548,Jessica Gonzalez,Hatchback,Punggol,2023-06-08,4.4,Active
D04549,Tracy Stephens,Sedan,Bishan,2024-10-14,3.89,Active
D04550,Christopher Alexander,Premium,Woodlands,2021-11-23,4.92,Active
D04551,Mrs. Bethany Day,Sedan,Ang Mo Kio,2024-05-16,4.57,Active
D04552,Matthew Hernandez,Electric,Toa Payoh,2018-11-07,4.51,Active
D04553,Joshua Williams,SUV,Ang Mo Kio,2024-12-10,4.85,Active
D04554,James Taylor,Premium,Tampines,2023-11-04,4.35,Active
D04555,David Taylor DDS,MPV,Woodlands,2022-05-19,4.53,Active
D04556,Tyler Ramirez,Electric,Bedok,2024-12-01,3.51,Active
D04557,Regina Simpson,Hatchback,Punggol,2022-06-07,3.8,Inactive
D04558,Amy Rodgers,Sedan,Jurong,2019-07-05,4.95,Active
D04559,Kristen Tapia,Premium,Singapore,2022-02-27,3.62,Active
D04560,Shannon Mosley,Premium,Singapore,2022-11-16,4.34,Active
D04561,Kelly Gates,Premium,Tampines,2019-09-26,3.9,Active
D04562,Theodore Henson,Electric,Yishun,2024-08-29,3.88,Active
D04563,Sherri Johnson,Premium,Toa Payoh,2019-12-20,4.51,Active
D04564,Dennis Myers,SUV,Jurong,2019-08-23,4.69,Active
D04565,Peter Weber,Hatchback,Yishun,2024-03-06,4.27,Active
D04566,Sheila Bryan,MPV,Ang Mo Kio,2018-12-22,4.03,Active
D04567,Alexander Phelps,SUV,Bedok,2025-10-28,4.76,Active
D04568,James Williams,SUV,Toa Payoh,2020-04-24,4.76,Inactive
D04569,Rachel Griffin,Electric,Yishun,2025-12-13,4.85,Active
D04570,Lawrence Mcintosh,Sedan,Tampines,2026-04-19,3.88,Active
D04571,Wesley Allen,Electric,Woodlands,2026-03-05,3.81,Active
D04572,Steven Garcia,SUV,Bedok,2026-07-02,4.47,Active
D04573,Rebecca Dean,Sedan,Woodlands,2021-07-22,3.7,Active
D04574,Shannon Green,SUV,Punggol,2022-11-06,4.61,Active
D04575,Alicia Gill,Premium,Toa Payoh,2020-08-14,4.81,Active
D04576,Amber Molina,Electric,Jurong,2019-10-06,3.88,Active
D04577,Ronald Cooper,Premium,Woodlands,2022-03-23,4.98,Active
D04578,Amanda Ryan,Hatchback,Jurong,2025-09-18,3.64,Active
D04579,John Mitchell,Sedan,Yishun,2025-11-23,4.61,Active
D04580,Donald Collins,MPV,Tampines,2019-01-30,4.11,Active
D04581,Martha Castro,Sedan,Ang Mo Kio,2019-09-28,3.92,Active
D04582,Erica Ramirez,Electric,Singapore,2023-09-17,4.61,Active
D04583,Tonya Miller,Premium,Jurong,2023-01-17,4.55,Active
D04584,Brent Humphrey,MPV,Jurong,2025-04-01,3.75,Active
D04585,David Nichols,Electric,Yishun,2026-06-16,3.5,Active
D04586,Kimberly Rivera,SUV,Punggol,2022-11-14,4.84,Active
D04587,Mark Banks,Premium,Jurong,2019-06-26,3.88,Active
D04588,Michael Mora,Electric,Punggol,2026-03-16,4.85,Active
D04589,Heather Ray,Premium,Toa Payoh,2022-08-14,3.55,Active
D04590,Megan Smith,SUV,Singapore,2025-02-04,4.11,Active
D04591,Melissa Wagner,Premium,Ang Mo Kio,2026-02-14,4.0,Active
D04592,Scott Roberts,Sedan,Singapore,2023-06-29,4.7,Active
D04593,Daniel Paul,SUV,Yishun,2026-06-29,4.53,Active
D04594,Diana Lyons,SUV,Jurong,2025-11-30,4.36,Active
D04595,Jesse Mitchell,Sedan,Singapore,2025-03-31,4.84,Inactive
D04596,Michael Edwards,Hatchback,Singapore,2021-10-16,4.69,Active
D04597,Jimmy Smith,Hatchback,Bishan,2018-10-29,4.98,Active
D04598,Caleb Hodge,Electric,Punggol,2022-02-26,4.96,Active
D04599,Rachel Reynolds,Premium,Singapore,2019-07-08,4.05,Active
D04600,Michael Keller,Premium,Bedok,2025-04-23,3.66,Active
D04601,Christopher Wheeler,Premium,Jurong,2023-02-05,4.3,Active
D04602,Mrs. Melissa Smith,Sedan,Toa Payoh,2019-01-03,4.15,Active
D04603,Ms. Julie Johnson,Sedan,Tampines,2025-06-29,4.91,Active
D04604,Sarah Brown,MPV,Punggol,2024-11-12,4.66,Active
D04605,Bruce Marshall,Electric,Ang Mo Kio,2021-05-22,3.65,Active
D04606,David Williams,SUV,Toa Payoh,2019-05-16,4.1,Active
D04607,Thomas Young,Premium,Ang Mo Kio,2022-12-01,4.9,Active
D04608,Amanda Nelson,Hatchback,Tampines,2022-10-09,3.87,Active
D04609,Caleb Cook,SUV,Toa Payoh,2022-07-28,3.6,Active
D04610,Emily Hamilton,Sedan,Ang Mo Kio,2024-12-04,4.66,Inactive
D04611,Daniel Vargas,MPV,Yishun,2018-12-09,4.03,Active
D04612,Theresa Howard,Electric,Woodlands,2020-02-24,3.74,Active
D04613,Robert Ruiz,Electric,Tampines,2020-07-27,4.98,Active
D04614,George Snyder,Premium,Tampines,2020-12-18,3.8,Active
D04615,Mrs. Catherine Ramos DDS,Sedan,Ang Mo Kio,2021-09-27,4.89,Active
D04616,Jonathan Webb,Hatchback,Woodlands,2020-10-19,4.93,Active
D04617,Ana Black,Electric,Bishan,2023-10-05,4.21,Active
D04618,Andrea Richard,Hatchback,Toa Payoh,2021-01-04,4.66,Inactive
D04619,Natalie Taylor,Hatchback,Ang Mo Kio,2026-02-06,4.06,Active
D04620,Holly Davis,Hatchback,Tampines,2021-06-26,4.87,Active
D04621,David Austin,Hatchback,Yishun,2019-04-01,4.94,Active
D04622,James Cole,MPV,Woodlands,2020-01-30,4.06,Active
D04623,Maria Parker,SUV,Jurong,2026-01-02,3.67,Active
D04624,Anna Richardson,MPV,Bishan,2022-11-21,3.94,Active
D04625,Sarah Duran,SUV,Bishan,2021-12-27,3.59,Active
D04626,Brian Gallegos PhD,Sedan,Tampines,2021-07-08,4.75,Active
D04627,John Miller,SUV,Tampines,2023-01-15,3.65,Active
D04628,Angela Weiss,Sedan,Jurong,2019-02-27,4.41,Active
D04629,Crystal Liu,MPV,Bishan,2022-04-04,3.9,Active
D04630,Nathan Gutierrez,Sedan,Yishun,2025-02-22,4.06,Active
D04631,Deborah Holmes,Hatchback,Ang Mo Kio,2019-05-17,4.82,Inactive
D04632,Thomas Byrd,MPV,Punggol,2022-05-10,3.67,Active
D04633,Morgan Poole,Sedan,Singapore,2021-04-21,3.94,Active
D04634,Valerie Bray,Sedan,Jurong,2024-12-25,3.98,Active
D04635,Dr. William Jones,Sedan,Singapore,2023-03-16,4.13,Active
D04636,Brenda Price,MPV,Bedok,2025-12-06,4.03,Active
D04637,Eduardo Duffy,SUV,Yishun,2020-02-29,4.61,Inactive
D04638,Kenneth Murray,SUV,Punggol,2022-02-18,4.25,Active
D04639,Sarah Anderson,Premium,Bedok,2019-06-09,4.74,Active
D04640,Joel Walsh,Electric,Yishun,2021-11-23,4.01,Active
D04641,Rebecca Wagner,SUV,Singapore,2023-03-08,4.14,Active
D04642,Michael Johnson,MPV,Ang Mo Kio,2023-02-08,4.05,Active
D04643,Ryan Merritt,MPV,Jurong,2022-03-11,4.53,Active
D04644,Gregory Fernandez,MPV,Bishan,2023-10-28,3.94,Active
D04645,Tracy Hartman,SUV,Woodlands,2019-01-16,4.55,Active
D04646,Tiffany Ramos,Sedan,Yishun,2026-06-18,4.94,Active
D04647,Paul Glover,Sedan,Toa Payoh,2021-05-14,3.82,Inactive
D04648,Aaron Miller,Hatchback,Toa Payoh,2022-06-06,4.97,Active
D04649,Sheila Thompson,Sedan,Bishan,2020-10-28,4.09,Active
D04650,William Lane,Hatchback,Yishun,2022-03-13,4.18,Active
D04651,Julia Barker,SUV,Yishun,2022-07-01,3.83,Active
D04652,Yvonne Smith,MPV,Woodlands,2025-04-18,4.24,Active
D04653,Jordan Owen,MPV,Tampines,2024-10-12,4.05,Active
D04654,Robert Edwards,SUV,Singapore,2026-01-02,4.56,Active
D04655,Brian Barrett,MPV,Singapore,2021-01-07,4.54,Active
D04656,Rachel Hernandez,Electric,Bishan,2020-03-04,3.92,Active
D04657,Victoria Adams,Sedan,Bedok,2022-02-05,3.81,Active
D04658,Jose Bryant,Sedan,Tampines,2019-07-18,3.54,Suspended
D04659,Alexa Gonzales,Electric,Tampines,2024-08-15,3.96,Active
D04660,Dave Wright,Hatchback,Tampines,2021-08-05,3.77,Active
D04661,Melanie Morrison,MPV,Toa Payoh,2024-05-09,3.58,Active
D04662,Eric Ortiz,Sedan,Ang Mo Kio,2020-04-22,3.57,Active
D04663,Sonia Frank,Electric,Punggol,2026-05-26,3.81,Active
D04664,Hannah Garza,SUV,Yishun,2023-03-27,4.02,Inactive
D04665,Ms. Peggy Luna,MPV,Bedok,2025-10-09,4.74,Active
D04666,Alyssa Bennett,Sedan,Toa Payoh,2019-03-28,4.47,Active
D04667,Chad Johnston,SUV,Toa Payoh,2025-09-13,3.78,Active
D04668,Veronica Davis,Hatchback,Bishan,2020-12-28,4.36,Active
D04669,Christopher Elliott,Hatchback,Yishun,2024-11-15,4.69,Active
D04670,Derrick Young,SUV,Yishun,2024-12-27,4.13,Active
D04671,Duane Cole,MPV,Jurong,2022-08-23,3.87,Active
D04672,Cynthia Shaw,Premium,Toa Payoh,2018-07-24,3.51,Inactive
D04673,Cameron Jimenez,Electric,Singapore,2023-12-22,3.8,Active
D04674,Debbie Delgado,Electric,Jurong,2021-12-23,4.9,Active
D04675,Randy Lane,Hatchback,Woodlands,2025-07-07,4.47,Active
D04676,Tina Montgomery,Sedan,Bishan,2024-11-13,3.99,Active
D04677,Glen Reed,Hatchback,Woodlands,2019-10-05,3.86,Active
D04678,Darlene Alexander,MPV,Ang Mo Kio,2023-06-07,3.78,Active
D04679,Amy Austin,MPV,Jurong,2026-03-09,4.65,Active
D04680,Christopher Morgan,Sedan,Woodlands,2020-09-04,4.68,Active
D04681,Gabriel Flores,Hatchback,Woodlands,2023-11-05,4.46,Active
D04682,Vincent Gonzalez,Sedan,Yishun,2025-05-13,4.07,Active
D04683,Stephen Thomas,Electric,Tampines,2024-02-24,4.76,Active
D04684,Troy Rodriguez,MPV,Woodlands,2025-11-28,3.58,Active
D04685,Nicholas Brewer,MPV,Punggol,2021-10-08,3.72,Active
D04686,Mark Young DDS,Premium,Yishun,2022-11-01,4.72,Active
D04687,Catherine Melendez,MPV,Bedok,2024-11-02,4.53,Active
D04688,Jessica Mann,Electric,Punggol,2024-02-04,4.19,Active
D04689,Michael Schroeder,Sedan,Punggol,2023-01-12,3.99,Active
D04690,Amber Wilson,Premium,Woodlands,2019-04-02,4.94,Active
D04691,Kristin Tucker,Sedan,Singapore,2025-04-27,4.43,Active
D04692,Samantha Johnson,Electric,Jurong,2026-03-05,3.81,Active
D04693,Natasha Greene,SUV,Toa Payoh,2026-07-11,4.58,Active
D04694,Laura Bridges,Premium,Woodlands,2024-04-12,3.64,Active
D04695,Cameron Garza,Electric,Tampines,2020-03-28,3.59,Active
D04696,Michael Lawson,MPV,Singapore,2019-10-24,4.22,Active
D04697,Nicholas Nunez,Electric,Yishun,2024-02-16,4.5,Active
D04698,David Mcclain,Electric,Ang Mo Kio,2023-12-19,3.88,Active
D04699,Anthony Wilkerson,Sedan,Yishun,2025-11-12,4.12,Active
D04700,Taylor Singleton,Premium,Toa Payoh,2023-03-13,3.69,Active
D04701,Marie Lawrence,Premium,Tampines,2021-01-16,3.77,Active
D04702,Latoya Smith,SUV,Yishun,2021-10-17,3.51,Active
D04703,Gail Greer,Premium,Punggol,2024-03-13,4.81,Inactive
D04704,Robert Johns,Sedan,Ang Mo Kio,2026-01-27,4.25,Active
D04705,Ashley Long,Premium,Tampines,2026-03-03,3.68,Active
D04706,Lynn Moore,Hatchback,Toa Payoh,2024-08-31,4.14,Inactive
D04707,Richard Cooper,Electric,Yishun,2024-10-28,4.38,Active
D04708,Amy Murray,Electric,Bedok,2025-01-24,4.14,Active
D04709,Richard Gonzalez,Premium,Punggol,2021-09-22,4.52,Active
D04710,Kristin Harris,SUV,Ang Mo Kio,2021-08-07,4.05,Active
D04711,Jacqueline Stafford,Premium,Singapore,2018-10-23,3.99,Active
D04712,Marcus Oconnor,Premium,Bishan,2026-01-29,4.74,Inactive
D04713,Traci Farmer,MPV,Bishan,2024-10-19,3.99,Active
D04714,Jennifer Williams,SUV,Singapore,2022-08-11,4.51,Active
D04715,Jason Roman,Electric,Toa Payoh,2025-03-31,4.92,Active
D04716,Jason Watkins,MPV,Tampines,2025-02-06,4.49,Suspended
D04717,Amanda Graham,Sedan,Bedok,2019-08-16,3.86,Active
D04718,Suzanne Mendoza,Sedan,Bedok,2019-04-12,3.68,Active
D04719,Justin Thomas,Hatchback,Tampines,2019-05-18,4.61,Active
D04720,Joseph Olson,Electric,Singapore,2020-03-02,4.18,Active
D04721,Sarah Harper,Sedan,Tampines,2021-01-17,3.75,Active
D04722,Paul Burnett,MPV,Jurong,2025-02-24,4.14,Active
D04723,Andrea Allen,Sedan,Bedok,2025-12-29,4.54,Active
D04724,Patricia Holder,MPV,Bedok,2026-05-09,3.56,Active
D04725,Robert Watson,Electric,Jurong,2023-05-03,4.82,Inactive
D04726,Terrence Marshall,Sedan,Ang Mo Kio,2024-02-21,4.6,Active
D04727,Alexandria Cain,Electric,Tampines,2019-05-30,4.8,Active
D04728,Barbara Smith,Hatchback,Bedok,2022-11-02,4.74,Active
D04729,Brianna George,SUV,Yishun,2025-02-26,4.17,Active
D04730,Timothy Welch,Sedan,Toa Payoh,2025-09-30,3.63,Inactive
D04731,Jeremy Henderson,SUV,Jurong,2021-12-31,4.44,Active
D04732,Jackie Smith,Electric,Toa Payoh,2025-05-07,4.89,Active
D04733,Joy Acevedo,Sedan,Bedok,2023-12-28,4.01,Active
D04734,Christopher Allen,Sedan,Jurong,2019-12-17,3.51,Active
D04735,Lisa Welch,Electric,Yishun,2021-01-12,4.62,Active
D04736,Angela Mitchell,Sedan,Singapore,2024-10-28,3.96,Active
D04737,Jennifer Marquez,MPV,Bedok,2023-04-01,4.16,Active
D04738,Sarah Miller,Hatchback,Punggol,2024-04-08,3.7,Active
D04739,Gregory Beck,Premium,Woodlands,2023-10-24,4.78,Active
D04740,Alexander Jones,Premium,Jurong,2026-03-17,4.54,Active
D04741,Robert Bonilla,SUV,Woodlands,2021-03-04,4.87,Inactive
D04742,Kayla Reynolds,SUV,Jurong,2021-10-21,4.94,Active
D04743,Christina Stephens,MPV,Woodlands,2020-01-08,4.68,Active
D04744,Miss Elizabeth Davis,SUV,Tampines,2018-09-26,4.41,Active
D04745,Jennifer Davis,Hatchback,Toa Payoh,2024-01-07,3.68,Inactive
D04746,Jasmine Palmer,Sedan,Tampines,2025-06-16,3.68,Active
D04747,James Wright,MPV,Bedok,2024-12-13,4.12,Active
D04748,Courtney Ward,Premium,Singapore,2023-04-25,4.99,Active
D04749,Stephanie Sanchez,Sedan,Singapore,2025-04-10,3.78,Active
D04750,Jamie Roberts,Electric,Jurong,2022-11-04,4.88,Active
D04751,Christopher Cruz,Sedan,Jurong,2020-07-13,4.56,Active
D04752,Jesse Ortega,MPV,Yishun,2021-03-08,3.97,Active
D04753,Jennifer Myers,Hatchback,Toa Payoh,2021-08-06,4.4,Active
D04754,David Avila,Hatchback,Singapore,2025-06-23,4.97,Active
D04755,Adam Gutierrez,Premium,Singapore,2019-07-22,3.7,Active
D04756,Zachary Johnson,SUV,Bedok,2019-03-15,4.27,Active
D04757,Lori Murray,Electric,Bishan,2024-11-12,3.72,Active
D04758,Kimberly Faulkner,Sedan,Woodlands,2026-03-18,4.22,Active
D04759,Isaac Johnston,Hatchback,Ang Mo Kio,2026-03-15,4.99,Active
D04760,Angela Brown,Premium,Yishun,2024-04-11,4.55,Active
D04761,Maria Brown,Sedan,Jurong,2023-03-30,4.17,Active
D04762,Daniel Gomez,SUV,Toa Payoh,2026-04-26,4.05,Active
D04763,Joanna Rivas,Premium,Tampines,2020-06-29,4.87,Active
D04764,Tyler Archer,MPV,Yishun,2026-04-24,4.04,Active
D04765,Emily Chung,Premium,Ang Mo Kio,2021-03-21,3.86,Active
D04766,Debbie Mcbride,Hatchback,Toa Payoh,2021-02-11,3.8,Active
D04767,Stacy Gilbert,Electric,Bishan,2024-04-08,4.38,Active
D04768,Jay Howell,MPV,Jurong,2024-09-19,4.81,Active
D04769,Jessica Hernandez,Sedan,Bishan,2020-05-29,3.53,Active
D04770,Rodney Bell,Hatchback,Tampines,2023-12-18,4.75,Active
D04771,Teresa Johnson,Hatchback,Tampines,2026-03-29,4.46,Active
D04772,Susan Williamson,Electric,Ang Mo Kio,2025-08-25,4.96,Active
D04773,Tricia Porter,Sedan,Bedok,2019-08-23,3.65,Active
D04774,Theresa Glass,Electric,Punggol,2024-10-05,4.59,Active
D04775,Rebecca Hall,Sedan,Ang Mo Kio,2022-03-19,4.14,Active
D04776,Claire Patterson,SUV,Singapore,2019-10-30,4.21,Active
D04777,Brendan Parrish,SUV,Bedok,2022-06-04,4.81,Active
D04778,James Randolph,Electric,Bishan,2023-03-26,3.95,Active
D04779,Jerry Smith,Sedan,Toa Payoh,2019-02-24,4.36,Active
D04780,Stephanie Bryan,Hatchback,Bishan,2022-03-02,3.64,Active
D04781,Mary Phillips,Sedan,Singapore,2022-03-11,4.6,Inactive
D04782,Cassidy Lee,Premium,Singapore,2020-03-17,4.89,Active
D04783,Ashley Wilkinson,Hatchback,Bedok,2025-05-20,4.8,Active
D04784,Kyle Brennan,Hatchback,Yishun,2026-03-22,4.76,Active
D04785,Daniel Campbell,Premium,Jurong,2026-02-08,3.96,Active
D04786,Ann Robinson,MPV,Punggol,2023-03-03,4.51,Active
D04787,Mitchell Johnson,MPV,Punggol,2020-09-28,5.0,Active
D04788,Bobby Murphy,Hatchback,Ang Mo Kio,2022-02-26,3.87,Inactive
D04789,Patricia Gonzales,Hatchback,Jurong,2022-09-23,4.98,Active
D04790,Chase Allen,Sedan,Toa Payoh,2023-11-23,3.88,Active
D04791,Susan Hernandez,MPV,Punggol,2024-09-04,4.78,Active
D04792,Jamie Stephens,Hatchback,Yishun,2024-03-11,3.64,Active
D04793,Joseph Herring PhD,Premium,Toa Payoh,2025-11-03,4.69,Active
D04794,Robert Hendrix,Sedan,Jurong,2022-10-30,3.67,Active
D04795,Dr. Christopher Clark II,Premium,Ang Mo Kio,2020-06-10,3.7,Active
D04796,Mr. David Avila,Sedan,Toa Payoh,2021-03-02,4.02,Inactive
D04797,Mark Juarez,Electric,Ang Mo Kio,2024-03-07,3.6,Active
D04798,Russell Rollins,Electric,Bishan,2020-09-30,4.27,Active
D04799,Kenneth Atkinson,Sedan,Bedok,2024-10-17,4.17,Active
D04800,Corey Miller,Hatchback,Toa Payoh,2019-01-24,4.32,Active
D04801,Heather Dixon,Electric,Singapore,2026-05-02,4.58,Active
D04802,Patrick Rodriguez,MPV,Tampines,2021-01-11,3.82,Active
D04803,Tony Byrd,SUV,Woodlands,2024-04-15,4.78,Active
D04804,John Meadows,MPV,Punggol,2019-04-16,4.84,Active
D04805,Robert Rose,SUV,Bishan,2024-04-03,4.61,Active
D04806,Nathan Jackson,SUV,Woodlands,2019-04-25,3.74,Active
D04807,Elizabeth Mills,Sedan,Bishan,2024-05-14,3.97,Active
D04808,Christopher Wilson,Hatchback,Tampines,2018-12-28,4.7,Active
